0,iframe
Keep On Loving You Cigarettes After Sex,https://www.youtube.com/watch?v=PDJPpG8e4n4&pp=ygUnS2VlcCBPbiBMb3ZpbmcgWW91IENpZ2FyZXR0ZXMgQWZ0ZXIgU2V4
You Deserve an Oscar (quiet) Matt Maltese,https://www.youtube.com/watch?v=ti8Ig_uQ7y8&pp=ygUpWW91IERlc2VydmUgYW4gT3NjYXIgKHF1aWV0KSBNYXR0IE1hbHRlc2U%3D
Loving & Losing Delaney Bailey,https://www.youtube.com/watch?v=OELPmSjDaCU&pp=ygUeTG92aW5nICYgTG9zaW5nIERlbGFuZXkgQmFpbGV5
Even If It's A Lie (Demo) Matt Maltese,https://www.youtube.com/watch?v=dr1FbLdIjns&pp=ygUmRXZlbiBJZiBJdCdzIEEgTGllIChEZW1vKSBNYXR0IE1hbHRlc2U%3D
Bubblegum Cigarettes After Sex,https://www.youtube.com/watch?v=Y4lU3EdvnUU&pp=ygUeQnViYmxlZ3VtIENpZ2FyZXR0ZXMgQWZ0ZXIgU2V4
Krakow (unsung) Matt Maltese,https://www.youtube.com/watch?v=vbLsLs8NQoU&pp=ygUcS3Jha293ICh1bnN1bmcpIE1hdHQgTWFsdGVzZQ%3D%3D
In The Morning Rocco,https://www.youtube.com/watch?v=Ty94oBrYsqo&pp=ygUUSW4gVGhlIE1vcm5pbmcgUm9jY28%3D
NO THING John OFA Rhee,https://www.youtube.com/watch?v=MkuQCNYCBdY&pp=ygUWTk8gVEhJTkcgSm9obiBPRkEgUmhlZQ%3D%3D
Timeless Sam Ock,https://www.youtube.com/watch?v=F75v78KsD2c&pp=ygUQVGltZWxlc3MgU2FtIE9jaw%3D%3D
Sunny Rocco,https://www.youtube.com/watch?v=vIN1hMLMNcA&pp=ygULU3VubnkgUm9jY28%3D
Love Feels Like Johnny Stimson,https://www.youtube.com/watch?v=dEQAIDetTDs&pp=ygUeTG92ZSBGZWVscyBMaWtlIEpvaG5ueSBTdGltc29u
Orange Splash (feat. 진동욱) 정바스 (J.BASS),https://www.youtube.com/watch?v=k1q18F6KnwU&pp=ygUyT3JhbmdlIFNwbGFzaCAoZmVhdC4g7KeE64-Z7JqxKSDsoJXrsJTsiqQgKEouQkFTUyk%3D
All for You (Feat. Theo Juarez) Micah Edwards,https://www.youtube.com/watch?v=USJaZ0mXbqk&pp=ygUtQWxsIGZvciBZb3UgKEZlYXQuIFRoZW8gSnVhcmV6KSBNaWNhaCBFZHdhcmRz
Bitterlove Ardhito Pramono,https://www.youtube.com/watch?v=lbYc76YluJQ&pp=ygUaQml0dGVybG92ZSBBcmRoaXRvIFByYW1vbm8%3D
"Soulmate Johnny Stimson, Jeremy Passion",https://www.youtube.com/watch?v=eGNI3x4nQRM&pp=ygUnU291bG1hdGUgSm9obm55IFN0aW1zb24sIEplcmVteSBQYXNzaW9u
I Wonder M.I.L.K.,https://www.youtube.com/watch?v=br3AHh9Eqbk&pp=ygURSSBXb25kZXIgTS5JLkwuSy4%3D
"The Answer Gabe Bondoc, Patrick Hizon",https://www.youtube.com/watch?v=2sciCkwYm1s&pp=ygUlVGhlIEFuc3dlciBHYWJlIEJvbmRvYywgUGF0cmljayBIaXpvbg%3D%3D
One In A Million (Feat. Stefani Kimber) Jesse Gold,https://www.youtube.com/watch?v=XcCPAiCdRVo&pp=ygUyT25lIEluIEEgTWlsbGlvbiAoRmVhdC4gU3RlZmFuaSBLaW1iZXIpIEplc3NlIEdvbGQ%3D
Drunk Texting (Feat. Kai Takahashi) Max Jenmana,https://www.youtube.com/watch?v=Y8Ek0yPykow&pp=ygUvRHJ1bmsgVGV4dGluZyAoRmVhdC4gS2FpIFRha2FoYXNoaSkgTWF4IEplbm1hbmE%3D
If We'd Never Met Gabe Bondoc,https://www.youtube.com/watch?v=43JADIniv_4&pp=ygUdSWYgV2UnZCBOZXZlciBNZXQgR2FiZSBCb25kb2M%3D
Dance With You Tonight Laufey,https://www.youtube.com/watch?v=uA01QkPJeDw&pp=ygUdRGFuY2UgV2l0aCBZb3UgVG9uaWdodCBMYXVmZXk%3D
cheeze (Feat. Andrew Kang) Sarah Kang,https://www.youtube.com/watch?v=VYJAXO_1p40&pp=ygUlY2hlZXplIChGZWF0LiBBbmRyZXcgS2FuZykgU2FyYWggS2FuZw%3D%3D
Sentimental Mood 와사비호텔 (wasabi hotel),https://www.youtube.com/watch?v=1UTOJd7la1E&pp=ygUvU2VudGltZW50YWwgTW9vZCDsmYDsgqzruYTtmLjthZQgKHdhc2FiaSBob3RlbCk%3D
Mariposa Peach Tree Rascals,https://www.youtube.com/watch?v=U3RjdVmny6A&pp=ygUbTWFyaXBvc2EgUGVhY2ggVHJlZSBSYXNjYWxz
Sunkissed (again&again Remix) Khai Dreams,https://www.youtube.com/watch?v=Jq32TSGXGw4&pp=ygUpU3Vua2lzc2VkIChhZ2FpbiZhZ2FpbiBSZW1peCkgS2hhaSBEcmVhbXM%3D
SECRETS JVKE,https://www.youtube.com/watch?v=jcWDUFwFZJw&pp=ygUMU0VDUkVUUyBKVktF
"March, April, May Wouter Hamel",https://www.youtube.com/watch?v=dkls_yy7wlY&pp=ygUeTWFyY2gsIEFwcmlsLCBNYXkgV291dGVyIEhhbWVs
Yards / Gardens Kate Bollinger,https://www.youtube.com/watch?v=RPrB1wC9VtU&pp=ygUeWWFyZHMgLyBHYXJkZW5zIEthdGUgQm9sbGluZ2Vy
Thinking Of Me Johnny Orlando,https://www.youtube.com/watch?v=K75fuaw5WZ0&pp=ygUdVGhpbmtpbmcgT2YgTWUgSm9obm55IE9ybGFuZG8%3D
Forever Was Never Enough Peder Elias,https://www.youtube.com/watch?v=h5VSpH1--sM&pp=ygUkRm9yZXZlciBXYXMgTmV2ZXIgRW5vdWdoIFBlZGVyIEVsaWFz
Sick of You Suriel Hess,https://www.youtube.com/watch?v=mvb0W49PPnA&pp=ygUXU2ljayBvZiBZb3UgU3VyaWVsIEhlc3M%3D
Drown Boy In Space,https://www.youtube.com/watch?v=OuKrORXbkaE&pp=ygUSRHJvd24gQm95IEluIFNwYWNl
Young (Acoustic) RYMAN,https://www.youtube.com/watch?v=payxFM4Po_o&pp=ygUWWW91bmcgKEFjb3VzdGljKSBSWU1BTg%3D%3D
Castle Rock Nieman,https://www.youtube.com/watch?v=GMYQ1b6M9rI&pp=ygUSQ2FzdGxlIFJvY2sgTmllbWFu
Lifetime Faime,https://www.youtube.com/watch?v=WeIGUlLCVKg&pp=ygUOTGlmZXRpbWUgRmFpbWU%3D
be gentle with me Yaeow,https://www.youtube.com/watch?v=n--YC0taQd8&pp=ygUXYmUgZ2VudGxlIHdpdGggbWUgWWFlb3c%3D
Right One Wrong Time sunshine blvd.,https://www.youtube.com/watch?v=AVm0bdgGgmw&pp=ygUjUmlnaHQgT25lIFdyb25nIFRpbWUgc3Vuc2hpbmUgYmx2ZC4%3D
superglue (stripped) joan,https://www.youtube.com/watch?v=fp_IhtLQp6I&pp=ygUZc3VwZXJnbHVlIChzdHJpcHBlZCkgam9hbg%3D%3D
The Longest Goodbye (Live in Topanga) Rosie Darling,https://www.youtube.com/watch?v=UmiQRNygonY&pp=ygUzVGhlIExvbmdlc3QgR29vZGJ5ZSAoTGl2ZSBpbiBUb3BhbmdhKSBSb3NpZSBEYXJsaW5n
forget me (demo) Valley,
I Wish Faime,https://www.youtube.com/watch?v=RL_e4efMfgM&pp=ygUMSSBXaXNoIEZhaW1l
"Everyday Feels Like Sunday Jesse Barrera, Albert Posis",https://www.youtube.com/watch?v=wyexaEZIow8&pp=ygU2RXZlcnlkYXkgRmVlbHMgTGlrZSBTdW5kYXkgSmVzc2UgQmFycmVyYSwgQWxiZXJ0IFBvc2lz
"Maybe We Could Be a Thing Jesse Barrera, Michael Carreon, Albert Posis",https://www.youtube.com/watch?v=JY3BEc2j1NI&pp=ygVGTWF5YmUgV2UgQ291bGQgQmUgYSBUaGluZyBKZXNzZSBCYXJyZXJhLCBNaWNoYWVsIENhcnJlb24sIEFsYmVydCBQb3Npcw%3D%3D
"Hold On Tight Jesse Barrera, Albert Posis",https://www.youtube.com/watch?v=zr3lA3zAhQ8&pp=ygUpSG9sZCBPbiBUaWdodCBKZXNzZSBCYXJyZXJhLCBBbGJlcnQgUG9zaXM%3D
Serendipity (Anniversary Edition) Albert Posis,https://www.youtube.com/watch?v=3v2CGGUwQmM&pp=ygUuU2VyZW5kaXBpdHkgKEFubml2ZXJzYXJ5IEVkaXRpb24pIEFsYmVydCBQb3Npcw%3D%3D
You Can Do It Johnny Stimson,https://www.youtube.com/watch?v=L2ADdk3w-rg&pp=ygUcWW91IENhbiBEbyBJdCBKb2hubnkgU3RpbXNvbg%3D%3D
"Cheeky Albert Posis, Patrick Hizon",https://www.youtube.com/watch?v=W4W4ErrHzhI&pp=ygUiQ2hlZWt5IEFsYmVydCBQb3NpcywgUGF0cmljayBIaXpvbg%3D%3D
Everlasting Albert Posis,https://www.youtube.com/watch?v=uiKEh5q3Pn4&pp=ygUYRXZlcmxhc3RpbmcgQWxiZXJ0IFBvc2lz
"Deja Vu Jesse Barrera, Patrick Hizon",https://www.youtube.com/watch?v=AOHievK8GgY&pp=ygUkRGVqYSBWdSBKZXNzZSBCYXJyZXJhLCBQYXRyaWNrIEhpem9u
This Time Michael Carreon,https://www.youtube.com/watch?v=HfzAqbQjsFk&pp=ygUZVGhpcyBUaW1lIE1pY2hhZWwgQ2FycmVvbg%3D%3D
Still The One Jesse Barrera,https://www.youtube.com/watch?v=zXN88RP6VbU&pp=ygUbU3RpbGwgVGhlIE9uZSBKZXNzZSBCYXJyZXJh
"Sweatshirt Patrick Hizon, EJEAN",https://www.youtube.com/watch?v=97pX50okfpw&pp=ygUfU3dlYXRzaGlydCBQYXRyaWNrIEhpem9uLCBFSkVBTg%3D%3D
Back to You Albert Posis,https://www.youtube.com/watch?v=wfKKXCI4sNE&pp=ygUYQmFjayB0byBZb3UgQWxiZXJ0IFBvc2lz
Hello Albert Posis,https://www.youtube.com/watch?v=kLaanI_2IBw&pp=ygUSSGVsbG8gQWxiZXJ0IFBvc2lz
"You Ain't Gotta Jesse Barrera, Albert Posis",https://www.youtube.com/watch?v=cReKkqMQGUo&pp=ygUrWW91IEFpbid0IEdvdHRhIEplc3NlIEJhcnJlcmEsIEFsYmVydCBQb3Npcw%3D%3D
Butterflies Johnny Stimson,https://www.youtube.com/watch?v=YZ0cJiVr2-w&pp=ygUaQnV0dGVyZmxpZXMgSm9obm55IFN0aW1zb24%3D
"Hail Mary Jesse Barrera, Tim Atlas",https://www.youtube.com/watch?v=lMb2iVsuLnU&pp=ygUiSGFpbCBNYXJ5IEplc3NlIEJhcnJlcmEsIFRpbSBBdGxhcw%3D%3D
"Like I Do Jesse Barrera, Melissa Polinar",https://www.youtube.com/watch?v=YTnomh-JdkA&pp=ygUoTGlrZSBJIERvIEplc3NlIEJhcnJlcmEsIE1lbGlzc2EgUG9saW5hcg%3D%3D
"Unaware Jesse Barrera, Albert Posis",https://www.youtube.com/watch?v=fUAhDL9-w1o&pp=ygUjVW5hd2FyZSBKZXNzZSBCYXJyZXJhLCBBbGJlcnQgUG9zaXM%3D
"Sway Jesse Barrera, Gabe Bondoc",https://www.youtube.com/watch?v=UAe4M4-3DYY&pp=ygUfU3dheSBKZXNzZSBCYXJyZXJhLCBHYWJlIEJvbmRvYw%3D%3D
"Rest Assured Jeff Bernat, Albert Posis, Jesse Barrera, PRVDNT",https://www.youtube.com/watch?v=p8z2Umtrjrw&pp=ygU9UmVzdCBBc3N1cmVkIEplZmYgQmVybmF0LCBBbGJlcnQgUG9zaXMsIEplc3NlIEJhcnJlcmEsIFBSVkROVA%3D%3D
"CHIVALRY IS DEAD Jesse Barrera, Albert Posis",https://www.youtube.com/watch?v=CvF8CNkYRUw&pp=ygUsQ0hJVkFMUlkgSVMgREVBRCBKZXNzZSBCYXJyZXJhLCBBbGJlcnQgUG9zaXM%3D
우리들의 아픔을 잃길 바랐는데 겸 (GYE0M),https://www.youtube.com/watch?v=7OIoHIkHbwk&pp=ygU27Jqw66as65Ok7J2YIOyVhO2UlOydhCDsnoPquLgg67CU656Q64qU642wIOqyuCAoR1lFME0p
Meant to be 백예린 (Yerin Baek),https://www.youtube.com/watch?v=2Fti0AMh-yA&pp=ygUiTWVhbnQgdG8gYmUg67Cx7JiI66awIChZZXJpbiBCYWVrKQ%3D%3D
Love is a Flower Colde (콜드),https://www.youtube.com/watch?v=YdzsMmtErzE&pp=ygUfTG92ZSBpcyBhIEZsb3dlciBDb2xkZSAo7L2c65OcKQ%3D%3D
Greed Jiwoo,https://www.youtube.com/watch?v=lQtGi6lzeZY&pp=ygULR3JlZWQgSml3b28%3D
Aston Jiwoo,https://www.youtube.com/watch?v=cim320I4A1I&pp=ygULQXN0b24gSml3b28%3D
can i b u 백예린 (Yerin Baek),https://www.youtube.com/watch?v=-01IfPZx-Rk&pp=ygUgY2FuIGkgYiB1IOuwseyYiOumsCAoWWVyaW4gQmFlayk%3D
상실 Colde (콜드),https://www.youtube.com/watch?v=v4g7KswPYf4&pp=ygUV7IOB7IukIENvbGRlICjsvZzrk5wp
터널 Colde (콜드),https://www.youtube.com/watch?v=P_FItccusBY&pp=ygUV7YSw64SQIENvbGRlICjsvZzrk5wp
Sweetbitter 리오 (RIO),https://www.youtube.com/watch?v=YQppu19Wwew&pp=ygUYU3dlZXRiaXR0ZXIg66as7JikIChSSU8p
Somehow 오존 (O3ohn),https://www.youtube.com/watch?v=GXqvBKnCNEo&pp=ygUWU29tZWhvdyDsmKTsobQgKE8zb2huKQ%3D%3D
고요 NUZ (누즈),https://www.youtube.com/watch?v=te2QJYRa7KY&pp=ygUT6rOg7JqUIE5VWiAo64iE7KaIKQ%3D%3D
그러니까... 10CM,https://www.youtube.com/watch?v=bBOJ4kNYyuA&pp=ygUU6re465-s64uI6rmMLi4uIDEwQ00%3D
Endless Love Colde (콜드),https://www.youtube.com/watch?v=M2TuUj0sq4s&pp=ygUbRW5kbGVzcyBMb3ZlIENvbGRlICjsvZzrk5wp
Thoms Piano 오존 (O3ohn),https://www.youtube.com/watch?v=GS6RyBAQ9tg&pp=ygUaVGhvbXMgUGlhbm8g7Jik7KG0IChPM29obik%3D
널 사랑하지 않는 날이 올까 coldnight,https://www.youtube.com/watch?v=XuRazs6N2Bg&pp=ygUv64SQIOyCrOueke2VmOyngCDslYrripQg64Kg7J20IOyYrOq5jCBjb2xkbmlnaHQ%3D
우린 마를 리 없었지 겸 (GYE0M),https://www.youtube.com/watch?v=7VzaE0bLGDY&pp=ygUn7Jqw66awIOuniOulvCDrpqwg7JeG7JeI7KeAIOqyuCAoR1lFME0p
느릿느릿 지는 해를 바라보자 The Poles (더 폴스),https://www.youtube.com/watch?v=umeNtNdaFBI&pp=ygU-64qQ66a_64qQ66a_IOyngOuKlCDtlbTrpbwg67CU652867O07J6QIFRoZSBQb2xlcyAo642UIO2PtOyKpCk%3D
흠 SOLE (쏠),https://www.youtube.com/watch?v=oAzXYqfrK4A&pp=ygUO7Z2gIFNPTEUgKOyPoCk%3D
When Can We Be Bruno Major,https://www.youtube.com/watch?v=X1L8OM5dp8c&pp=ygUaV2hlbiBDYW4gV2UgQmUgQnJ1bm8gTWFqb3I%3D
Trajectories Bruno Major,https://www.youtube.com/watch?v=873sJfJKNJk&pp=ygUYVHJhamVjdG9yaWVzIEJydW5vIE1ham9y
Blue Room Chet Baker,https://www.youtube.com/watch?v=bkhso0Re_y8&pp=ygUUQmx1ZSBSb29tIENoZXQgQmFrZXI%3D
"You're Mine, You! Chet Baker",https://www.youtube.com/watch?v=Ei7XszYFUNs&pp=ygUcWW91J3JlIE1pbmUsIFlvdSEgQ2hldCBCYWtlcg%3D%3D
Places We Won't Walk Bruno Major,https://www.youtube.com/watch?v=HwgzNYCSivk&pp=ygUgUGxhY2VzIFdlIFdvbid0IFdhbGsgQnJ1bm8gTWFqb3I%3D
Regent's Park Bruno Major,https://www.youtube.com/watch?v=sSvAFjpLaGA&pp=ygUZUmVnZW50J3MgUGFyayBCcnVubyBNYWpvcg%3D%3D
"Sweet Sue, Just You Chet Baker",https://www.youtube.com/watch?v=dsfTzEB482Y&pp=ygUeU3dlZXQgU3VlLCBKdXN0IFlvdSBDaGV0IEJha2Vy
Letter Milena (밀레나),https://www.youtube.com/watch?v=7gCX75FgQag&pp=ygUZTGV0dGVyIE1pbGVuYSAo67CA66CI64KYKQ%3D%3D
St Mary's Terrace Bruno Major,https://www.youtube.com/watch?v=iOPOjH87_LQ&pp=ygUdU3QgTWFyeSdzIFRlcnJhY2UgQnJ1bm8gTWFqb3I%3D
As Beautiful As You Will Post,https://www.youtube.com/watch?v=TsgmMnlScTw&pp=ygUdQXMgQmVhdXRpZnVsIEFzIFlvdSBXaWxsIFBvc3Q%3D
"Song on the Beach Arcade Fire, Owen Pallett",https://www.youtube.com/watch?v=zbloDcecCvM&pp=ygUrU29uZyBvbiB0aGUgQmVhY2ggQXJjYWRlIEZpcmUsIE93ZW4gUGFsbGV0dA%3D%3D
come into my arms November Ultra,https://www.youtube.com/watch?v=jTlpKlpKt_A&pp=ygUgY29tZSBpbnRvIG15IGFybXMgTm92ZW1iZXIgVWx0cmE%3D
You're The Cream In My Coffee (영화 홀드 에브리씽) Nat King Cole Trio,https://www.youtube.com/watch?v=cL1Sr7wxqag&pp=ygVNWW91J3JlIFRoZSBDcmVhbSBJbiBNeSBDb2ZmZWUgKOyYge2ZlCDtmYDrk5wg7JeQ67iM66as7JS9KSBOYXQgS2luZyBDb2xlIFRyaW8%3D
On The Sunny Side Of The Street (영화 신부의 아버지 2) Nat King Cole Trio,https://www.youtube.com/watch?v=MDicgjT9PjU&pp=ygVRT24gVGhlIFN1bm55IFNpZGUgT2YgVGhlIFN0cmVldCAo7JiB7ZmUIOyLoOu2gOydmCDslYTrsoTsp4AgMikgTmF0IEtpbmcgQ29sZSBUcmlv
Say It Isn't So Dick Haymes,https://www.youtube.com/watch?v=OiP2rLb5Qco&pp=ygUbU2F5IEl0IElzbid0IFNvIERpY2sgSGF5bWVz
Say it With Music Dick Haymes,https://www.youtube.com/watch?v=lc5QPcSmMFE&pp=ygUdU2F5IGl0IFdpdGggTXVzaWMgRGljayBIYXltZXM%3D
If You Can't Smile And Say Yes Nat King Cole Trio,https://www.youtube.com/watch?v=AL-bjUqvJfU&pp=ygUxSWYgWW91IENhbid0IFNtaWxlIEFuZCBTYXkgWWVzIE5hdCBLaW5nIENvbGUgVHJpbw%3D%3D
"After You Get What You Want, You Don'T Want It Nat King Cole",https://www.youtube.com/watch?v=bMiVA0Xhlb0&pp=ygU8QWZ0ZXIgWW91IEdldCBXaGF0IFlvdSBXYW50LCBZb3UgRG9uJ1QgV2FudCBJdCBOYXQgS2luZyBDb2xl
Bring Another Drink Nat King Cole Trio,https://www.youtube.com/watch?v=Ltfk0YCIXVk&pp=ygUmQnJpbmcgQW5vdGhlciBEcmluayBOYXQgS2luZyBDb2xlIFRyaW8%3D
Youll Never Know (From 'Hello Frisco - Hello') Dick Haymes & The Song Spinners,https://www.youtube.com/watch?v=Fb97lWm3xxA&pp=ygVOWW91bGwgTmV2ZXIgS25vdyAoRnJvbSAnSGVsbG8gRnJpc2NvIC0gSGVsbG8nKSBEaWNrIEhheW1lcyAmIFRoZSBTb25nIFNwaW5uZXJz
Lady Of The Evening Dick Haymes,https://www.youtube.com/watch?v=HFn6wMqIUDM&pp=ygUfTGFkeSBPZiBUaGUgRXZlbmluZyBEaWNrIEhheW1lcw%3D%3D
Cuckoo In The Clock (2013 - Remaster) Bobby Troup,https://www.youtube.com/watch?v=816kX9-MLgY&pp=ygUxQ3Vja29vIEluIFRoZSBDbG9jayAoMjAxMyAtIFJlbWFzdGVyKSBCb2JieSBUcm91cA%3D%3D
Frim Fram Sauce Diana Krall,https://www.youtube.com/watch?v=ZS_6vtAGTE0&pp=ygUbRnJpbSBGcmFtIFNhdWNlIERpYW5hIEtyYWxs
Dream A Little Dream Of Me Nat King Cole,https://www.youtube.com/watch?v=5-kf3csDkzM&pp=ygUoRHJlYW0gQSBMaXR0bGUgRHJlYW0gT2YgTWUgTmF0IEtpbmcgQ29sZQ%3D%3D
Soft Lights And Sweet Music Dick Haymes,https://www.youtube.com/watch?v=l9NKyst7z6E&pp=ygUnU29mdCBMaWdodHMgQW5kIFN3ZWV0IE11c2ljIERpY2sgSGF5bWVz
Night Falls Again (late 1946) Stuff Smith,https://www.youtube.com/watch?v=LmFtTOdOwac&pp=ygUpTmlnaHQgRmFsbHMgQWdhaW4gKGxhdGUgMTk0NikgU3R1ZmYgU21pdGg%3D
I'D Love To Make Love To You Nat King Cole,https://www.youtube.com/watch?v=-1LYto8Jg5g&pp=ygUqSSdEIExvdmUgVG8gTWFrZSBMb3ZlIFRvIFlvdSBOYXQgS2luZyBDb2xl
I Just Can't See For Lookin' Nat King Cole,https://www.youtube.com/watch?v=zsz10XoqZ6k&pp=ygUqSSBKdXN0IENhbid0IFNlZSBGb3IgTG9va2luJyBOYXQgS2luZyBDb2xl
I'm in the Mood for Love Nat King Cole Trio,https://www.youtube.com/watch?v=AQo8vyKVnEs&pp=ygUrSSdtIGluIHRoZSBNb29kIGZvciBMb3ZlIE5hdCBLaW5nIENvbGUgVHJpbw%3D%3D
"Go Fats Navarro, Don Lanphere",https://www.youtube.com/watch?v=NKkia_S0skk&pp=ygUdR28gRmF0cyBOYXZhcnJvLCBEb24gTGFucGhlcmU%3D
The Song Is Ended Dick Haymes,https://www.youtube.com/watch?v=sp7-I0GMXbo&pp=ygUdVGhlIFNvbmcgSXMgRW5kZWQgRGljayBIYXltZXM%3D
What Can I Say After I Say I'M Sorry? Nat King Cole,https://www.youtube.com/watch?v=l23fZyA1amA&pp=ygUzV2hhdCBDYW4gSSBTYXkgQWZ0ZXIgSSBTYXkgSSdNIFNvcnJ5PyBOYXQgS2luZyBDb2xl
(Get Your Kicks on) Route 66 김주환,https://www.youtube.com/watch?v=Fyx4a4p7zEA&pp=ygUmKEdldCBZb3VyIEtpY2tzIG9uKSBSb3V0ZSA2NiDquYDso7ztmZg%3D
When I Take My Sugar To Tea Nat King Cole,https://www.youtube.com/watch?v=pcetzycdyK8&pp=ygUpV2hlbiBJIFRha2UgTXkgU3VnYXIgVG8gVGVhIE5hdCBLaW5nIENvbGU%3D
Darlin' It's Just Like a Dream (Feat. Rabon Tarrant) Jack McVea,https://www.youtube.com/watch?v=a7HRr9tjmek&pp=ygU_RGFybGluJyBJdCdzIEp1c3QgTGlrZSBhIERyZWFtIChGZWF0LiBSYWJvbiBUYXJyYW50KSBKYWNrIE1jVmVh
"My Blue Heaven Gene Austin, Nat Shilkret Orchestra",https://www.youtube.com/watch?v=RX5JZZa15hw&pp=ygUyTXkgQmx1ZSBIZWF2ZW4gR2VuZSBBdXN0aW4sIE5hdCBTaGlsa3JldCBPcmNoZXN0cmE%3D
Alfred: You Don'T Learn That In School The Nat 'King' Cole Trio,https://www.youtube.com/watch?v=dGsZRnE5OZ8&pp=ygU_QWxmcmVkOiBZb3UgRG9uJ1QgTGVhcm4gVGhhdCBJbiBTY2hvb2wgVGhlIE5hdCAnS2luZycgQ29sZSBUcmlv
I'm a Shy Guy Nat King Cole Trio,https://www.youtube.com/watch?v=LhCOpJaSINM&pp=ygUgSSdtIGEgU2h5IEd1eSBOYXQgS2luZyBDb2xlIFRyaW8%3D
Too Marvelous For Words (영화 카페 소사이어티) Nat King Cole Trio,https://www.youtube.com/watch?v=XzOEPFRyWds&pp=ygVKVG9vIE1hcnZlbG91cyBGb3IgV29yZHMgKOyYge2ZlCDsubTtjpgg7IaM7IKs7J207Ja07YuwKSBOYXQgS2luZyBDb2xlIFRyaW8%3D
Beautiful Moons Ago Nat King Cole Trio,https://www.youtube.com/watch?v=N3q_PC8eS1g&pp=ygUmQmVhdXRpZnVsIE1vb25zIEFnbyBOYXQgS2luZyBDb2xlIFRyaW8%3D
Straighten Up And Fly Right (비디오 게임 마피아 2) Nat King Cole Trio,https://www.youtube.com/watch?v=6fVaP6dM1fs&pp=ygVNU3RyYWlnaHRlbiBVcCBBbmQgRmx5IFJpZ2h0ICjruYTrlJTsmKQg6rKM7J6EIOuniO2UvOyVhCAyKSBOYXQgS2luZyBDb2xlIFRyaW8%3D
"Atkinson, Oliver: But She'S My Buddy'S Chick The Nat 'King' Cole Trio",https://www.youtube.com/watch?v=3nQaJeQHUt0&pp=ygVFQXRraW5zb24sIE9saXZlcjogQnV0IFNoZSdTIE15IEJ1ZGR5J1MgQ2hpY2sgVGhlIE5hdCAnS2luZycgQ29sZSBUcmlv
Moonglow Erroll Garner,https://www.youtube.com/watch?v=4ylql7dV4E8&pp=ygUWTW9vbmdsb3cgRXJyb2xsIEdhcm5lcg%3D%3D
The Christmas Waltz Frank Sinatra,https://www.youtube.com/watch?v=Kr_zo8ivUCY&pp=ygUhVGhlIENocmlzdG1hcyBXYWx0eiBGcmFuayBTaW5hdHJh
I'Ll Be Home For Christmas Frank Sinatra,https://www.youtube.com/watch?v=Ef-cIXtIZeM&pp=ygUoSSdMbCBCZSBIb21lIEZvciBDaHJpc3RtYXMgRnJhbmsgU2luYXRyYQ%3D%3D
A Winter Romance Dean Martin,https://www.youtube.com/watch?v=tAx-hGNdOOg&pp=ygUcQSBXaW50ZXIgUm9tYW5jZSBEZWFuIE1hcnRpbg%3D%3D
White Christmas Dean Martin,https://www.youtube.com/watch?v=US9Askx4cA4&pp=ygUbV2hpdGUgQ2hyaXN0bWFzIERlYW4gTWFydGlu
Let It Snow (2024 Remastered) Dean Martin,https://www.youtube.com/watch?v=Rnil5LyK_B0&pp=ygUpTGV0IEl0IFNub3cgKDIwMjQgUmVtYXN0ZXJlZCkgRGVhbiBNYXJ0aW4%3D
There Is No Christmas Like a Home Christmas Perry Como,https://www.youtube.com/watch?v=ljE62n4Iug4&pp=ygU2VGhlcmUgSXMgTm8gQ2hyaXN0bWFzIExpa2UgYSBIb21lIENocmlzdG1hcyBQZXJyeSBDb21v
Silver Bells Perry Como,https://www.youtube.com/watch?v=Ryw5uACJSxQ&pp=ygUXU2lsdmVyIEJlbGxzIFBlcnJ5IENvbW8%3D
Here We Come a-Caroling / We Wish You a Merry Christmas Perry Como,https://www.youtube.com/watch?v=tcijnltMom4&pp=ygVCSGVyZSBXZSBDb21lIGEtQ2Fyb2xpbmcgLyBXZSBXaXNoIFlvdSBhIE1lcnJ5IENocmlzdG1hcyBQZXJyeSBDb21v
You're All I Want for Christmasb Bing Crosby & The Ken Kane Singers,https://www.youtube.com/watch?v=Qw-mMBz1Qfs&pp=ygVDWW91J3JlIEFsbCBJIFdhbnQgZm9yIENocmlzdG1hc2IgQmluZyBDcm9zYnkgJiBUaGUgS2VuIEthbmUgU2luZ2Vycw%3D%3D
"White Christmas (Single Version) Louis Armstrong, Gordon Jenkins & His Orchestra",https://www.youtube.com/watch?v=OrNU08owkWM&pp=ygVQV2hpdGUgQ2hyaXN0bWFzIChTaW5nbGUgVmVyc2lvbikgTG91aXMgQXJtc3Ryb25nLCBHb3Jkb24gSmVua2lucyAmIEhpcyBPcmNoZXN0cmE%3D
It's Christmas Time Again Peggy Lee,https://www.youtube.com/watch?v=0zROxhiH5EE&pp=ygUjSXQncyBDaHJpc3RtYXMgVGltZSBBZ2FpbiBQZWdneSBMZWU%3D
Silver Bells (영화 나홀로 집에2) Dean Martin,https://www.youtube.com/watch?v=lylWDAo9hFw&pp=ygUzU2lsdmVyIEJlbGxzICjsmIHtmZQg64KY7ZmA66GcIOynkeyXkDIpIERlYW4gTWFydGlu
